home_team,away_team,home_result,away_result,date,round,city,edition
England,Ireland (Éire),5.0,1.0,1957-01-01,PRELIMINARY-Europe,London,1957
Scotland,Spain (España),4.0,2.0,1957-01-01,PRELIMINARY-Europe,Glasgow,1957
Indonesia,China (中国),2.0,0.0,1957-01-01,PRELIMINARY-Afr./As.,Jakarta,1957
Denmark (Danmark),England,1.0,4.0,1957-01-01,PRELIMINARY-Europe,København,1957
Ireland (Éire),England,1.0,1.0,1957-01-01,PRELIMINARY-Europe,Dublin,1957
GDR (DDR / Ostdeutschland),Wales (Cymru),2.0,1.0,1957-01-01,PRELIMINARY-Europe,Leipzig,1957
Switzerland (Schweiz / Suisse),Scotland,1.0,2.0,1957-01-01,PRELIMINARY-Europe,Basel,1957
Norway (Norge),Bulgaria (България),1.0,2.0,1957-01-01,PRELIMINARY-Europe,Oslo,1957
Syria (سوريا),Sudan (السودان),1.0,1.0,1957-01-01,PRELIMINARY-Afr./As.,Damascus,1957
Czechoslovakia (Československo),Wales (Cymru),2.0,0.0,1957-01-01,PRELIMINARY-Europe,Praha,1957
Austria (Österreich),Netherlands (Nederland),3.0,2.0,1957-01-01,PRELIMINARY-Europe,Wien,1957
Portugal,Italy (Italia),3.0,0.0,1957-01-01,PRELIMINARY-Europe,Lisboa,1957
Spain (España),Scotland,4.0,1.0,1957-01-01,PRELIMINARY-Europe,Madrid,1957
France,Iceland (Ísland),8.0,0.0,1957-01-01,PRELIMINARY-Europe,Nantes,1957
China (中国),Indonesia,4.0,3.0,1957-01-01,PRELIMINARY-Afr./As.,Beijing,1957
Belgium (België),Iceland (Ísland),8.0,3.0,1957-01-01,PRELIMINARY-Europe,Bruxelles,1957
Norway (Norge),Hungary (Magyarország),2.0,1.0,1957-01-01,PRELIMINARY-Europe,Oslo,1957
Czechoslovakia (Československo),GDR (DDR / Ostdeutschland),3.0,1.0,1957-01-01,PRELIMINARY-Europe,Brno,1957
Greece (Ελλάδα),Romania (România),1.0,2.0,1957-01-01,PRELIMINARY-Europe,Athína,1957
Colombia,Uruguay,1.0,1.0,1957-01-01,PRELIMINARY-S.America,Bogotá,1957
Colombia,Paraguay,2.0,3.0,1957-01-01,PRELIMINARY-S.America,Bogotá,1957
Canada,USA,5.0,1.0,1957-01-01,PRELIMINARY-N/C.America,Toronto,1957
Hungary (Magyarország),Bulgaria (България),4.0,1.0,1957-01-01,PRELIMINARY-Europe,Budapest,1957
Soviet Union (СССР),Poland (Polska),3.0,0.0,1957-01-01,PRELIMINARY-Europe,Moskva,1957
Indonesia,China (中国),0.0,0.0,1957-01-01,PRELIMINARY-Afr./As.,Rangoon,1957
Uruguay,Colombia,1.0,0.0,1957-01-01,PRELIMINARY-S.America,Montevideo,1957
Canada,Mexico (México),0.0,3.0,1957-01-01,PRELIMINARY-N/C.America,México D.F,1957
Mexico (México),Canada,2.0,0.0,1957-01-01,PRELIMINARY-N/C.America,México D.F,1957
Finland (Suomi),Poland (Polska),1.0,3.0,1957-01-01,PRELIMINARY-Europe,Helsinki,1957
USA,Canada,2.0,3.0,1957-01-01,PRELIMINARY-N/C.America,St._Louis,1957
Paraguay,Colombia,3.0,0.0,1957-01-01,PRELIMINARY-S.America,Asunción,1957
Paraguay,Uruguay,5.0,0.0,1957-01-01,PRELIMINARY-S.America,Asunción,1957
Soviet Union (СССР),Finland (Suomi),2.0,1.0,1957-01-01,PRELIMINARY-Europe,Moskva,1957
Uruguay,Paraguay,2.0,0.0,1957-01-01,PRELIMINARY-S.America,Montevideo,1957
Curaçao,Costa Rica,1.0,2.0,1957-01-01,PRELIMINARY-N/C.America,Willemstad,1957
Curaçao,Guatemala,2.0,0.0,1957-01-01,PRELIMINARY-N/C.America,Willemstad,1957
Finland (Suomi),Soviet Union (СССР),0.0,10.0,1957-01-01,PRELIMINARY-Europe,Helsinki,1957
Iceland (Ísland),France,1.0,5.0,1957-01-01,PRELIMINARY-Europe,Reykjavík,1957
Iceland (Ísland),Belgium (België),2.0,5.0,1957-01-01,PRELIMINARY-Europe,Reykjavík,1957
Luxembourg (Lëtzebuerg),Netherlands (Nederland),2.0,5.0,1957-01-01,PRELIMINARY-Europe,Rotterdam,1957
Bulgaria (България),Hungary (Magyarország),1.0,2.0,1957-01-01,PRELIMINARY-Europe,Sofija,1957
Chile,Bolivia,2.0,1.0,1957-01-01,PRELIMINARY-S.America,Santiago,1957
Wales (Cymru),GDR (DDR / Ostdeutschland),4.0,1.0,1957-01-01,PRELIMINARY-Europe,Cardiff,1957
Netherlands (Nederland),Austria (Österreich),1.0,1.0,1957-01-01,PRELIMINARY-Europe,Amsterdam,1957
Luxembourg (Lëtzebuerg),Austria (Österreich),0.0,3.0,1957-01-01,PRELIMINARY-Europe,Luxembourg,1957
Romania (România),Yugoslavia (Југославија),1.0,1.0,1957-01-01,PRELIMINARY-Europe,Bucureşti,1957
Bolivia,Chile,3.0,0.0,1957-01-01,PRELIMINARY-S.America,La_Paz,1957
Denmark (Danmark),Ireland (Éire),0.0,2.0,1957-01-01,PRELIMINARY-Europe,København,1957
Bolivia,Argentina,2.0,0.0,1957-01-01,PRELIMINARY-S.America,La_Paz,1957
Chile,Argentina,0.0,2.0,1957-01-01,PRELIMINARY-S.America,Santiago,1957
Poland (Polska),Soviet Union (СССР),2.0,1.0,1957-01-01,PRELIMINARY-Europe,Chorzów,1957
Argentina,Chile,4.0,0.0,1957-01-01,PRELIMINARY-S.America,Buenos Aires,1957
Mexico (México),Costa Rica,2.0,0.0,1957-01-01,PRELIMINARY-N/C.America,México D.F,1957
Belgium (België),France,0.0,0.0,1957-01-01,PRELIMINARY-Europe,Bruxelles,1957
GDR (DDR / Ostdeutschland),Czechoslovakia (Československo),1.0,4.0,1957-01-01,PRELIMINARY-Europe,Leipzig,1957
Argentina,Bolivia,4.0,0.0,1957-01-01,PRELIMINARY-S.America,Buenos Aires,1957
Costa Rica,Mexico (México),1.0,1.0,1957-01-01,PRELIMINARY-N/C.America,San_José,1957
Bulgaria (България),Norway (Norge),7.0,0.0,1957-01-01,PRELIMINARY-Europe,Sofija,1957
Poland (Polska),Finland (Suomi),4.0,0.0,1957-01-01,PRELIMINARY-Europe,Warszawa,1957
Romania (România),Greece (Ελλάδα),3.0,0.0,1957-01-01,PRELIMINARY-Europe,Bucureşti,1957
Scotland,Switzerland (Schweiz / Suisse),3.0,2.0,1957-01-01,PRELIMINARY-Europe,Glasgow,1957
Hungary (Magyarország),Norway (Norge),5.0,0.0,1957-01-01,PRELIMINARY-Europe,Budapest,1957
Yugoslavia (Југославија),Greece (Ελλάδα),4.0,1.0,1957-01-01,PRELIMINARY-Europe,Beograd,1957
Yugoslavia (Југославија),Romania (România),2.0,0.0,1957-01-01,PRELIMINARY-Europe,Beograd,1957
Soviet Union (СССР),Poland (Polska),2.0,0.0,1957-01-01,PRELIMINARY-Europe,Leipzig,1957
Switzerland (Schweiz / Suisse),Spain (España),1.0,4.0,1957-01-01,PRELIMINARY-Europe,Lausanne,1957
Italy (Italia),Portugal,3.0,0.0,1957-01-01,PRELIMINARY-Europe,Milano,1957
Northern Ireland (Ulster),Italy (Italia),2.0,1.0,1958-01-01,PRELIMINARY-Europe,Belfast,1958
Israel (ישראל),Wales (Cymru),0.0,2.0,1958-01-01,PRELIMINARY-Afr./As.,Tel Aviv,1958
Wales (Cymru),Israel (ישראל),2.0,0.0,1958-01-01,PRELIMINARY-Afr./As.,Cardiff,1958
Sweden (Sverige),Mexico (México),3.0,0.0,1958-01-01,GROUP_STAGE,Stockholm,1958
FRG (BRD / Westdeutschland),Argentina,3.0,1.0,1958-01-01,GROUP_STAGE,Malmö,1958
Northern Ireland (Ulster),Czechoslovakia (Československo),1.0,0.0,1958-01-01,GROUP_STAGE,Halmstad,1958
France,Paraguay,7.0,3.0,1958-01-01,GROUP_STAGE,Norrköping,1958
Yugoslavia (Југославија),Scotland,1.0,1.0,1958-01-01,GROUP_STAGE,Västerås,1958
Hungary (Magyarország),Wales (Cymru),1.0,1.0,1958-01-01,GROUP_STAGE,Sandviken,1958
England,Soviet Union (СССР),2.0,2.0,1958-01-01,GROUP_STAGE,Göteborg,1958
Brazil (Brasil),Austria (Österreich),3.0,0.0,1958-01-01,GROUP_STAGE,Uddevalla,1958
FRG (BRD / Westdeutschland),Czechoslovakia (Československo),2.0,2.0,1958-01-01,GROUP_STAGE,Helsingborg,1958
Argentina,Northern Ireland (Ulster),3.0,1.0,1958-01-01,GROUP_STAGE,Halmstad,1958
Paraguay,Scotland,3.0,2.0,1958-01-01,GROUP_STAGE,Norrköping,1958
Yugoslavia (Југославија),France,3.0,2.0,1958-01-01,GROUP_STAGE,Västerås,1958
Wales (Cymru),Mexico (México),1.0,1.0,1958-01-01,GROUP_STAGE,Stockholm,1958
Brazil (Brasil),England,0.0,0.0,1958-01-01,GROUP_STAGE,Göteborg,1958
Soviet Union (СССР),Austria (Österreich),2.0,0.0,1958-01-01,GROUP_STAGE,Borås,1958
Sweden (Sverige),Hungary (Magyarország),2.0,1.0,1958-01-01,GROUP_STAGE,Stockholm,1958
Sweden (Sverige),Wales (Cymru),0.0,0.0,1958-01-01,GROUP_STAGE,Stockholm,1958
FRG (BRD / Westdeutschland),Northern Ireland (Ulster),2.0,2.0,1958-01-01,GROUP_STAGE,Malmö,1958
Czechoslovakia (Československo),Argentina,6.0,1.0,1958-01-01,GROUP_STAGE,Helsingborg,1958
France,Scotland,2.0,1.0,1958-01-01,GROUP_STAGE,Örebro,1958
Yugoslavia (Југославија),Paraguay,3.0,3.0,1958-01-01,GROUP_STAGE,Eskilstuna,1958
Hungary (Magyarország),Mexico (México),4.0,0.0,1958-01-01,GROUP_STAGE,Sandviken,1958
Brazil (Brasil),Soviet Union (СССР),2.0,0.0,1958-01-01,GROUP_STAGE,Göteborg,1958
England,Austria (Österreich),2.0,2.0,1958-01-01,GROUP_STAGE,Borås,1958
Northern Ireland (Ulster),Czechoslovakia (Československo),2.0,1.0,1958-01-01,GROUP_STAGE,Malmö,1958
Wales (Cymru),Hungary (Magyarország),2.0,1.0,1958-01-01,GROUP_STAGE,Stockholm,1958
Soviet Union (СССР),England,1.0,0.0,1958-01-01,GROUP_STAGE,Göteborg,1958
Sweden (Sverige),Soviet Union (СССР),2.0,0.0,1958-01-01,1/4_FINAL,Stockholm,1958
FRG (BRD / Westdeutschland),Yugoslavia (Југославија),1.0,0.0,1958-01-01,1/4_FINAL,Malmö,1958
France,Northern Ireland (Ulster),4.0,0.0,1958-01-01,1/4_FINAL,Norrköping,1958
Brazil (Brasil),Wales (Cymru),1.0,0.0,1958-01-01,1/4_FINAL,Göteborg,1958
Sweden (Sverige),FRG (BRD / Westdeutschland),3.0,1.0,1958-01-01,1/2_FINAL,Göteborg,1958
Brazil (Brasil),France,5.0,2.0,1958-01-01,1/2_FINAL,Stockholm,1958
France,FRG (BRD / Westdeutschland),6.0,3.0,1958-01-01,PLACES_3&4,Göteborg,1958
Brazil (Brasil),Sweden (Sverige),5.0,2.0,1958-01-01,_FINAL,Stockholm,1958
Costa Rica,Guatemala,3.0,2.0,1960-01-01,PRELIMINARY-N/C.America,San_José,1960
Ghana,Nigeria,4.0,1.0,1960-01-01,PRELIMINARY-Eu./Afr.,Accra,1960
Guatemala,Costa Rica,4.0,4.0,1960-01-01,PRELIMINARY-N/C.America,Guatemala,1960
Honduras,Costa Rica,2.0,1.0,1960-01-01,PRELIMINARY-N/C.America,Tegucigalpa,1960
Nigeria,Ghana,2.0,2.0,1960-01-01,PRELIMINARY-Eu./Afr.,Lagos,1960
Costa Rica,Honduras,5.0,0.0,1960-01-01,PRELIMINARY-N/C.America,San_José,1960
Finland (Suomi),France,1.0,2.0,1960-01-01,PRELIMINARY-Europe,Helsinki,1960
Honduras,Guatemala,1.0,1.0,1960-01-01,PRELIMINARY-N/C.America,Tegucigalpa,1960
Guatemala,Honduras,0.0,2.0,1960-01-01,PRELIMINARY-N/C.America,Guatemala,1960
Dutch Guyana (Nederlands Guyana),Dutch Antilles (Nederlandse Antillen),1.0,2.0,1960-01-01,PRELIMINARY-N/C.America,Paramaribo,1960
Sweden (Sverige),Belgium (België),2.0,0.0,1960-01-01,PRELIMINARY-Europe,Stockholm,1960
Luxembourg (Lëtzebuerg),England,0.0,9.0,1960-01-01,PRELIMINARY-Europe,Luxembourg,1960
Northern Ireland (Ulster),FRG (BRD / Westdeutschland),3.0,4.0,1960-01-01,PRELIMINARY-Europe,Belfast,1960
Morocco (المغرب),Tunisia (تونس),2.0,1.0,1960-01-01,PRELIMINARY-Eu./Afr.,Casablanca,1960
South Korea (한국),Japan (日本),2.0,1.0,1960-01-01,PRELIMINARY-Euro/As.,Seoul,1960
USA,Mexico (México),3.0,3.0,1960-01-01,PRELIMINARY-N/C.America,Los Angeles,1960
Cyprus (Κύπρος),Israel (ישראל),1.0,1.0,1960-01-01,PRELIMINARY-E./Afr./As.,Levkosía,1960
Tunisia (تونس),Morocco (المغرب),2.0,1.0,1960-01-01,PRELIMINARY-Eu./Afr.,Tunis,1960
Mexico (México),USA,3.0,0.0,1960-01-01,PRELIMINARY-N/C.America,México D.F,1960
Belgium (België),Switzerland (Schweiz / Suisse),2.0,4.0,1960-01-01,PRELIMINARY-Europe,Bruxelles,1960
Greece (Ελλάδα),FRG (BRD / Westdeutschland),0.0,3.0,1960-01-01,PRELIMINARY-Europe,Athína,1960
Israel (ישראל),Cyprus (Κύπρος),6.0,1.0,1960-01-01,PRELIMINARY-E./Afr./As.,Tel Aviv,1960
Dutch Antilles (Nederlandse Antillen),Dutch Guyana (Nederlands Guyana),0.0,0.0,1960-01-01,PRELIMINARY-N/C.America,Willemstad,1960
Ecuador,Argentina,3.0,6.0,1960-01-01,PRELIMINARY-S.America,Guayaquil,1960
France,Bulgaria (България),3.0,0.0,1960-01-01,PRELIMINARY-Europe,Paris,1960
Argentina,Ecuador,5.0,0.0,1960-01-01,PRELIMINARY-S.America,Buenos Aires,1960
Costa Rica,Honduras,1.0,0.0,1961-01-01,PRELIMINARY-N/C.America,Guatemala,1961
Morocco (المغرب),Tunisia (تونس),1.0,1.0,1961-01-01,PRELIMINARY-Eu./Afr.,Palermo,1961
Israel (ישראל),Ethiopia (ኢትዮጵያ),1.0,0.0,1961-01-01,PRELIMINARY-E./Afr./As.,Tel Aviv,1961
Portugal,Luxembourg (Lëtzebuerg),6.0,0.0,1961-01-01,PRELIMINARY-Europe,Lisboa,1961
Ethiopia (ኢትዮጵያ),Israel (ישראל),2.0,3.0,1961-01-01,PRELIMINARY-E./Afr./As.,Tel Aviv,1961
Costa Rica,Mexico (México),1.0,0.0,1961-01-01,PRELIMINARY-N/C.America,San_José,1961
Costa Rica,Dutch Antilles (Nederlandse Antillen),6.0,0.0,1961-01-01,PRELIMINARY-N/C.America,San_José,1961
Ghana,Morocco (المغرب),0.0,0.0,1961-01-01,PRELIMINARY-Eu./Afr.,Accra,1961
Mexico (México),Dutch Antilles (Nederlandse Antillen),7.0,0.0,1961-01-01,PRELIMINARY-N/C.America,México D.F,1961
Mexico (México),Costa Rica,4.0,1.0,1961-01-01,PRELIMINARY-N/C.America,México D.F,1961
Hungary (Magyarország),GDR (DDR / Ostdeutschland),2.0,0.0,1961-01-01,PRELIMINARY-Europe,Budapest,1961
Wales (Cymru),Spain (España),1.0,2.0,1961-01-01,PRELIMINARY-Eu./Afr.,Cardiff,1961
Dutch Antilles (Nederlandse Antillen),Costa Rica,2.0,0.0,1961-01-01,PRELIMINARY-N/C.America,Willemstad,1961
Netherlands (Nederland),Hungary (Magyarország),0.0,3.0,1961-01-01,PRELIMINARY-Europe,Rotterdam,1961
Colombia,Peru (Perú),1.0,0.0,1961-01-01,PRELIMINARY-S.America,Bogotá,1961
Greece (Ελλάδα),Northern Ireland (Ulster),2.0,1.0,1961-01-01,PRELIMINARY-Europe,Athína,1961
Scotland,Ireland (Éire),4.0,1.0,1961-01-01,PRELIMINARY-Europe,Glasgow,1961
Ireland (Éire),Scotland,0.0,3.0,1961-01-01,PRELIMINARY-Europe,Dublin,1961
Peru (Perú),Colombia,1.0,1.0,1961-01-01,PRELIMINARY-S.America,Lima,1961
FRG (BRD / Westdeutschland),Northern Ireland (Ulster),2.0,1.0,1961-01-01,PRELIMINARY-Europe,West-Berlin,1961
GDR (DDR / Ostdeutschland),Netherlands (Nederland),1.0,1.0,1961-01-01,PRELIMINARY-Europe,Leipzig,1961
Czechoslovakia (Československo),Scotland,4.0,0.0,1961-01-01,PRELIMINARY-Europe,Bratislava,1961
Spain (España),Wales (Cymru),1.0,1.0,1961-01-01,PRELIMINARY-Eu./Afr.,Madrid,1961
Switzerland (Schweiz / Suisse),Belgium (België),2.0,1.0,1961-01-01,PRELIMINARY-Europe,Lausanne,1961
Portugal,England,1.0,1.0,1961-01-01,PRELIMINARY-Europe,Lisboa,1961
Dutch Antilles (Nederlandse Antillen),Mexico (México),0.0,0.0,1961-01-01,PRELIMINARY-N/C.America,Willemstad,1961
Sweden (Sverige),Switzerland (Schweiz / Suisse),4.0,0.0,1961-01-01,PRELIMINARY-Europe,Stockholm,1961
Morocco (المغرب),Ghana,1.0,0.0,1961-01-01,PRELIMINARY-Eu./Afr.,Casablanca,1961
Norway (Norge),Turkey (Türkiye),0.0,1.0,1961-01-01,PRELIMINARY-Europe,Oslo,1961
Yugoslavia (Југославија),Poland (Polska),2.0,1.0,1961-01-01,PRELIMINARY-Euro/As.,Beograd,1961
Japan (日本),South Korea (한국),0.0,2.0,1961-01-01,PRELIMINARY-Euro/As.,Tokyo,1961
Finland (Suomi),Bulgaria (България),0.0,2.0,1961-01-01,PRELIMINARY-Europe,Helsinki,1961
Soviet Union (СССР),Turkey (Türkiye),1.0,0.0,1961-01-01,PRELIMINARY-Europe,Moskva,1961
Poland (Polska),Yugoslavia (Југославија),1.0,1.0,1961-01-01,PRELIMINARY-Euro/As.,Chorzów,1961
Soviet Union (СССР),Norway (Norge),5.0,2.0,1961-01-01,PRELIMINARY-Europe,Moskva,1961
Bolivia,Uruguay,1.0,1.0,1961-01-01,PRELIMINARY-S.America,La_Paz,1961
Uruguay,Bolivia,2.0,1.0,1961-01-01,PRELIMINARY-S.America,Montevideo,1961
Norway (Norge),Soviet Union (СССР),0.0,3.0,1961-01-01,PRELIMINARY-Europe,Oslo,1961
GDR (DDR / Ostdeutschland),Hungary (Magyarország),2.0,3.0,1961-01-01,PRELIMINARY-Europe,Ost-Berlin,1961
Scotland,Czechoslovakia (Československo),3.0,2.0,1961-01-01,PRELIMINARY-Europe,Glasgow,1961
France,Finland (Suomi),5.0,1.0,1961-01-01,PRELIMINARY-Europe,Paris,1961
England,Luxembourg (Lëtzebuerg),4.0,1.0,1961-01-01,PRELIMINARY-Europe,London,1961
Belgium (België),Sweden (Sverige),0.0,2.0,1961-01-01,PRELIMINARY-Europe,Bruxelles,1961
Luxembourg (Lëtzebuerg),Portugal,4.0,2.0,1961-01-01,PRELIMINARY-Europe,Luxembourg,1961
Ireland (Éire),Czechoslovakia (Československo),1.0,3.0,1961-01-01,PRELIMINARY-Europe,Dublin,1961
Yugoslavia (Југославија),South Korea (한국),5.0,1.0,1961-01-01,PRELIMINARY-Euro/As.,Beograd,1961
Israel (ישראל),Italy (Italia),2.0,4.0,1961-01-01,PRELIMINARY-E./Afr./As.,Tel Aviv,1961
Northern Ireland (Ulster),Greece (Ελλάδα),2.0,0.0,1961-01-01,PRELIMINARY-Europe,Belfast,1961
FRG (BRD / Westdeutschland),Greece (Ελλάδα),2.0,1.0,1961-01-01,PRELIMINARY-Europe,Augsburg,1961
Hungary (Magyarország),Netherlands (Nederland),3.0,3.0,1961-01-01,PRELIMINARY-Europe,Budapest,1961
England,Portugal,2.0,0.0,1961-01-01,PRELIMINARY-Europe,London,1961
Switzerland (Schweiz / Suisse),Sweden (Sverige),3.0,2.0,1961-01-01,PRELIMINARY-Europe,Bern,1961
Bulgaria (България),Finland (Suomi),3.0,1.0,1961-01-01,PRELIMINARY-Europe,Sofija,1961
Turkey (Türkiye),Norway (Norge),2.0,1.0,1961-01-01,PRELIMINARY-Europe,İstanbul,1961
Czechoslovakia (Československo),Ireland (Éire),7.0,1.0,1961-01-01,PRELIMINARY-Europe,Praha,1961
Mexico (México),Paraguay,1.0,0.0,1961-01-01,PRELIMINARY-N/C.America,México D.F,1961
Italy (Italia),Israel (ישראל),6.0,0.0,1961-01-01,PRELIMINARY-E./Afr./As.,Torino,1961
Paraguay,Mexico (México),0.0,0.0,1961-01-01,PRELIMINARY-N/C.America,Asunción,1961
Switzerland (Schweiz / Suisse),Sweden (Sverige),2.0,1.0,1961-01-01,PRELIMINARY-Europe,West-Berlin,1961
Bulgaria (България),France,1.0,0.0,1961-01-01,PRELIMINARY-Europe,Sofija,1961
Turkey (Türkiye),Soviet Union (СССР),1.0,2.0,1961-01-01,PRELIMINARY-Europe,İstanbul,1961
Morocco (المغرب),Spain (España),0.0,1.0,1961-01-01,PRELIMINARY-Eu./Afr.,Casablanca,1961
Spain (España),Morocco (المغرب),3.0,2.0,1961-01-01,PRELIMINARY-Eu./Afr.,Madrid,1961
South Korea (한국),Yugoslavia (Југославија),1.0,3.0,1961-01-01,PRELIMINARY-Euro/As.,Seoul,1961
Czechoslovakia (Československo),Scotland,4.0,2.0,1961-01-01,PRELIMINARY-Europe,Bruxelles,1961
Bulgaria (България),France,1.0,0.0,1961-01-01,PRELIMINARY-Europe,Milano,1961
Uruguay,Colombia,2.0,1.0,1962-01-01,GROUP_STAGE,Arica,1962
Chile,Switzerland (Schweiz / Suisse),3.0,1.0,1962-01-01,GROUP_STAGE,Santiago,1962
Brazil (Brasil),Mexico (México),2.0,0.0,1962-01-01,GROUP_STAGE,Viña del Mar,1962
Argentina,Bulgaria (България),1.0,0.0,1962-01-01,GROUP_STAGE,Rancagua,1962
Soviet Union (СССР),Yugoslavia (Југославија),2.0,0.0,1962-01-01,GROUP_STAGE,Arica,1962
FRG (BRD / Westdeutschland),Italy (Italia),0.0,0.0,1962-01-01,GROUP_STAGE,Santiago,1962
Czechoslovakia (Československo),Spain (España),1.0,0.0,1962-01-01,GROUP_STAGE,Viña del Mar,1962
Hungary (Magyarország),England,2.0,1.0,1962-01-01,GROUP_STAGE,Rancagua,1962
Yugoslavia (Југославија),Uruguay,3.0,1.0,1962-01-01,GROUP_STAGE,Santiago,1962
Chile,Italy (Italia),2.0,0.0,1962-01-01,GROUP_STAGE,Viña del Mar,1962
Brazil (Brasil),Czechoslovakia (Československo),0.0,0.0,1962-01-01,GROUP_STAGE,Rancagua,1962
England,Argentina,3.0,1.0,1962-01-01,GROUP_STAGE,Arica,1962
Soviet Union (СССР),Colombia,4.0,4.0,1962-01-01,GROUP_STAGE,Arica,1962
FRG (BRD / Westdeutschland),Switzerland (Schweiz / Suisse),2.0,1.0,1962-01-01,GROUP_STAGE,Santiago,1962
Spain (España),Mexico (México),1.0,0.0,1962-01-01,GROUP_STAGE,Viña del Mar,1962
Hungary (Magyarország),Bulgaria (България),6.0,1.0,1962-01-01,GROUP_STAGE,Rancagua,1962
Soviet Union (СССР),Uruguay,2.0,1.0,1962-01-01,GROUP_STAGE,Arica,1962
FRG (BRD / Westdeutschland),Chile,2.0,0.0,1962-01-01,GROUP_STAGE,Santiago,1962
Brazil (Brasil),Spain (España),2.0,1.0,1962-01-01,GROUP_STAGE,Viña del Mar,1962
Hungary (Magyarország),Argentina,0.0,0.0,1962-01-01,GROUP_STAGE,Rancagua,1962
Yugoslavia (Југославија),Colombia,5.0,0.0,1962-01-01,GROUP_STAGE,Arica,1962
Italy (Italia),Switzerland (Schweiz / Suisse),3.0,0.0,1962-01-01,GROUP_STAGE,Santiago,1962
Mexico (México),Czechoslovakia (Československo),3.0,1.0,1962-01-01,GROUP_STAGE,Viña del Mar,1962
England,Bulgaria (България),0.0,0.0,1962-01-01,GROUP_STAGE,Rancagua,1962
Chile,Soviet Union (СССР),2.0,1.0,1962-01-01,1/4_FINAL,Arica,1962
Yugoslavia (Југославија),FRG (BRD / Westdeutschland),1.0,0.0,1962-01-01,1/4_FINAL,Santiago,1962
Brazil (Brasil),England,3.0,1.0,1962-01-01,1/4_FINAL,Viña del Mar,1962
Czechoslovakia (Československo),Hungary (Magyarország),1.0,0.0,1962-01-01,1/4_FINAL,Rancagua,1962
Brazil (Brasil),Chile,4.0,2.0,1962-01-01,1/2_FINAL,Santiago,1962
Czechoslovakia (Československo),Yugoslavia (Југославија),3.0,1.0,1962-01-01,1/2_FINAL,Viña del Mar,1962
Chile,Yugoslavia (Југославија),1.0,0.0,1962-01-01,PLACES_3&4,Santiago,1962
Brazil (Brasil),Czechoslovakia (Československo),3.0,1.0,1962-01-01,_FINAL,Santiago,1962
Netherlands (Nederland),Albania (Shqipëri),2.0,0.0,1964-01-01,PRELIMINARY-Europe,Rotterdam,1964
Yugoslavia (Југославија),Luxembourg (Lëtzebuerg),3.0,1.0,1964-01-01,PRELIMINARY-Europe,Beograd,1964
Luxembourg (Lëtzebuerg),France,0.0,2.0,1964-01-01,PRELIMINARY-Europe,Luxembourg,1964
Northern Ireland (Ulster),Switzerland (Schweiz / Suisse),1.0,0.0,1964-01-01,PRELIMINARY-Europe,Belfast,1964
Denmark (Danmark),Wales (Cymru),1.0,0.0,1964-01-01,PRELIMINARY-Europe,København,1964
Scotland,Finland (Suomi),3.0,1.0,1964-01-01,PRELIMINARY-Europe,Glasgow,1964
Albania (Shqipëri),Netherlands (Nederland),0.0,2.0,1964-01-01,PRELIMINARY-Europe,Tiranë,1964
FRG (BRD / Westdeutschland),Sweden (Sverige),1.0,1.0,1964-01-01,PRELIMINARY-Europe,West-Berlin,1964
Italy (Italia),Finland (Suomi),6.0,1.0,1964-01-01,PRELIMINARY-Europe,Genova,1964
Luxembourg (Lëtzebuerg),Norway (Norge),0.0,2.0,1964-01-01,PRELIMINARY-Europe,Luxembourg,1964
France,Norway (Norge),1.0,0.0,1964-01-01,PRELIMINARY-Europe,Paris,1964
Switzerland (Schweiz / Suisse),Northern Ireland (Ulster),2.0,1.0,1964-01-01,PRELIMINARY-Europe,Lausanne,1964
Greece (Ελλάδα),Denmark (Danmark),4.0,2.0,1964-01-01,PRELIMINARY-Europe,Athína,1964
Greece (Ελλάδα),Wales (Cymru),2.0,0.0,1964-01-01,PRELIMINARY-Europe,Athína,1964
Jamaica,Cuba,2.0,0.0,1965-01-01,PRELIMINARY-N/C.America,Kingston,1965
Cuba,Dutch Antilles (Nederlandse Antillen),1.0,1.0,1965-01-01,PRELIMINARY-N/C.America,Kingston,1965
Jamaica,Dutch Antilles (Nederlandse Antillen),2.0,0.0,1965-01-01,PRELIMINARY-N/C.America,Kingston,1965
Portugal,Turkey (Türkiye),5.0,1.0,1965-01-01,PRELIMINARY-Europe,Lisboa,1965
Dutch Antilles (Nederlandse Antillen),Cuba,1.0,0.0,1965-01-01,PRELIMINARY-N/C.America,La_Habana,1965
Dutch Antilles (Nederlandse Antillen),Jamaica,0.0,0.0,1965-01-01,PRELIMINARY-N/C.America,La_Habana,1965
Cuba,Jamaica,2.0,1.0,1965-01-01,PRELIMINARY-N/C.America,La_Habana,1965
Trinidad and Tobago,Dutch Guyana (Nederlands Guyana),4.0,1.0,1965-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1965
Costa Rica,Dutch Guyana (Nederlands Guyana),1.0,0.0,1965-01-01,PRELIMINARY-N/C.America,San_José,1965
Costa Rica,Trinidad and Tobago,4.0,0.0,1965-01-01,PRELIMINARY-N/C.America,San_José,1965
Dutch Guyana (Nederlands Guyana),Costa Rica,1.0,3.0,1965-01-01,PRELIMINARY-N/C.America,Paramaribo,1965
Honduras,Mexico (México),0.0,1.0,1965-01-01,PRELIMINARY-N/C.America,San_Pedro_Sula,1965
